d,o,h,l,c,v,e,zf,hs,zd,zde
1991-04-06,49.0,49.0,48.28,48.28,13,64000.0,1.8,0.0,20.7,8.28
1991-04-13,48.04,48.04,46.84,46.84,34,161000.0,2.49,0.01,-2.98,-1.44
1991-04-20,46.38,46.38,45.46,45.46,14,63615.0,1.96,0.0,-2.95,-1.38
1991-04-26,45.0,45.0,44.34,44.34,67,300000.0,1.45,0.02,-2.46,-1.12
1991-05-04,43.9,43.9,43.02,43.02,13,57000.0,1.98,0.0,-2.98,-1.32
1991-05-11,43.02,43.02,41.75,41.75,161,681038.0,2.95,0.04,-2.95,-1.27
1991-05-18,41.54,41.54,40.51,40.51,1483,6066000.0,2.47,0.4,-2.97,-1.24
1991-05-24,40.31,40.31,39.51,39.51,177,708000.0,1.97,0.05,-2.47,-1.0
1991-06-01,39.11,39.11,38.34,38.53,69,266000.0,1.95,0.02,-2.48,-0.98
1991-06-08,37.96,37.96,37.01,37.01,19,70497.0,2.47,0.01,-3.94,-1.52
1991-06-15,36.82,36.82,35.92,35.92,110,399000.0,2.43,0.03,-2.95,-1.09
1991-06-22,35.74,35.74,34.84,34.84,120,423000.0,2.51,0.03,-3.01,-1.08
1991-06-28,34.67,34.67,33.99,33.99,47,163000.0,1.95,0.01,-2.44,-0.85
1991-07-06,33.65,33.65,32.81,32.81,18,59594.0,2.47,0.0,-3.47,-1.18
1991-07-11,32.65,32.65,32.17,32.17,16,51217.0,1.46,0.0,-1.95,-0.64
1991-07-20,31.69,31.69,30.89,30.89,7,22000.0,2.49,0.0,-3.98,-1.28
1991-07-26,30.44,30.44,30.14,30.14,5,15000.0,0.97,0.0,-2.43,-0.75
1991-08-02,29.84,29.84,29.24,29.24,23,68000.0,1.99,0.01,-2.99,-0.9
1991-08-17,15.0,15.8,14.75,15.8,328,499000.0,3.59,0.07,-45.96,-13.44
1991-08-24,16.0,16.3,14.3,15.6,19052,29288000.0,12.66,3.95,-1.27,-0.2
1991-08-31,15.6,15.6,14.85,15.0,13043,19764000.0,4.81,2.7,-3.85,-0.6
1991-09-07,15.0,15.0,13.4,13.85,18542,26584000.0,10.67,3.84,-7.67,-1.15
1991-09-14,13.7,14.5,13.7,14.45,29672,41892000.0,5.78,6.15,4.33,0.6
1991-09-21,14.3,14.35,14.0,14.1,15662,22105000.0,2.42,3.25,-2.42,-0.35
1991-09-29,14.05,14.65,14.05,14.6,9459,13481000.0,4.26,1.96,3.55,0.5
1991-10-05,14.65,16.1,14.65,15.9,7828,12177000.0,9.93,1.62,8.9,1.3
1991-10-12,16.0,27.85,16.0,24.3,35086,78125000.0,74.53,7.27,52.83,8.4
1991-10-19,24.4,25.1,22.1,24.0,24880,59690000.0,12.35,5.16,-1.23,-0.3
1991-10-26,24.0,24.4,23.25,23.95,20426,48739000.0,4.79,4.24,-0.21,-0.05
1991-11-02,24.0,29.5,23.95,28.9,26710,70954000.0,23.17,5.54,20.67,4.95
1991-11-09,29.0,32.6,28.95,32.3,40817,125953000.0,12.63,8.46,11.76,3.4
1991-11-16,32.5,37.2,32.5,34.5,28685,103444905.0,14.55,5.95,6.81,2.2
1991-11-23,34.85,34.85,29.0,31.7,23729,75881000.0,16.96,4.92,-8.12,-2.8
1991-11-30,31.95,31.95,27.4,27.5,19399,56716000.0,14.35,4.02,-13.25,-4.2
1991-12-07,27.6,28.55,26.8,27.9,12540,34490000.0,6.36,2.6,1.45,0.4
1991-12-14,28.0,28.8,27.1,27.5,8233,23077000.0,6.09,1.71,-1.43,-0.4
1991-12-21,27.4,27.8,27.4,27.6,5520,15231550.0,1.45,1.14,0.36,0.1
1991-12-28,27.7,30.0,27.0,29.25,9728,27901000.0,10.87,2.02,5.98,1.65
1992-01-03,29.3,29.4,28.8,29.1,5916,17221000.0,2.05,1.19,-0.51,-0.15
1992-01-10,29.1,30.2,29.05,29.8,10553,31316000.0,3.95,2.12,2.41,0.7
1992-01-17,29.8,29.8,28.35,28.8,7680,22438120.0,4.87,1.54,-3.36,-1.0
1992-01-24,28.8,29.8,28.8,29.6,8057,23602000.0,3.47,1.62,2.78,0.8
1992-02-02,29.55,32.7,29.3,32.32,15007,45760120.0,11.49,3.02,9.19,2.72
1992-02-07,31.15,32.7,31.15,32.35,2963,9403000.0,4.8,0.6,0.09,0.03
1992-02-14,32.3,32.5,30.9,31.8,8698,27616000.0,4.95,1.75,-1.7,-0.55
1992-02-21,31.7,32.0,30.7,31.65,8464,26484000.0,4.09,1.7,-0.47,-0.15
1992-02-28,31.65,31.75,30.5,31.55,8423,26141000.0,3.95,1.69,-0.32,-0.1
1992-03-06,31.7,32.3,31.55,32.1,15568,49547000.0,2.38,3.13,1.74,0.55
1992-03-13,32.25,32.9,31.9,32.3,14322,46209000.0,3.12,2.88,0.62,0.2
1992-03-20,32.45,33.0,32.2,32.45,18924,61913000.0,2.48,3.8,0.46,0.15
1992-03-27,21.5,24.6,21.5,23.9,34460,79346000.0,9.55,4.62,-26.35,-8.55
1992-04-03,23.9,27.1,23.8,25.95,37346,96873000.0,13.81,5.0,8.58,2.05
1992-04-10,26.1,29.9,26.1,29.6,45119,129121000.0,14.64,6.05,14.07,3.65
1992-04-17,29.75,34.5,29.75,32.0,45143,146286316.0,16.05,6.05,8.11,2.4
1992-04-24,32.15,34.3,31.0,34.0,36372,119010000.0,10.31,4.87,6.25,2.0
1992-05-03,34.15,42.7,33.5,41.15,43946,160088000.0,27.06,5.89,21.03,7.15
1992-05-08,41.3,48.55,40.9,42.6,52144,232380476.0,18.59,6.99,3.52,1.45
1992-05-15,42.75,47.5,41.5,45.35,44383,200722000.0,14.08,5.95,6.46,2.75
1992-05-22,45.5,47.65,43.6,44.4,41835,189805000.0,8.93,5.61,-2.09,-0.95
1992-05-29,44.55,47.2,44.2,45.2,41188,188147000.0,6.76,5.52,1.8,0.8
1992-06-05,45.35,46.6,38.6,41.9,41833,180965866.0,17.7,5.6,-7.3,-3.3
1992-06-12,42.05,42.05,37.9,38.5,29971,118332000.0,9.9,4.02,-8.11,-3.4
1992-06-19,38.5,38.55,32.3,36.2,41403,151130092.0,16.23,5.55,-5.97,-2.3
1992-06-26,36.05,37.6,33.8,37.1,32011,113016000.0,10.5,4.29,2.49,0.9
1992-07-03,37.25,42.85,37.25,40.95,55187,224102000.0,15.09,7.39,10.38,3.85
1992-07-10,41.1,42.6,39.1,39.6,39536,160489000.0,8.55,5.3,-3.3,-1.35
1992-07-17,39.45,42.4,39.2,42.3,35168,143902000.0,8.08,4.71,6.82,2.7
1992-07-24,42.45,46.0,42.45,45.85,50001,223990000.0,8.39,6.7,8.39,3.55
1992-07-31,46.0,47.2,45.4,45.6,37151,171939000.0,3.93,4.98,-0.55,-0.25
1992-08-07,45.6,46.6,42.0,45.0,31087,136409642.0,10.09,4.17,-1.32,-0.6
1992-08-14,45.15,46.5,41.65,43.7,36424,158554000.0,10.78,4.88,-2.89,-1.3
1992-08-21,43.85,45.35,42.9,43.05,31128,136278000.0,5.61,4.17,-1.49,-0.65
1992-08-28,42.9,42.9,40.3,41.8,29643,123205000.0,6.04,3.97,-2.9,-1.25
1992-09-04,41.65,41.65,38.7,38.8,27278,109098000.0,7.06,3.65,-7.18,-3.0
1992-09-11,38.65,43.4,36.5,43.3,59994,244648460.0,17.78,8.04,11.6,4.5
1992-09-18,43.45,44.4,41.5,42.6,42260,181819000.0,6.7,5.66,-1.62,-0.7
1992-09-25,42.5,46.2,42.4,45.3,59404,264766890.0,8.92,7.96,6.34,2.7
1992-10-04,45.3,45.35,44.4,44.8,26562,119254000.0,2.1,3.56,-1.1,-0.5
1992-10-09,44.8,44.9,43.5,44.55,17382,76687000.0,3.13,2.33,-0.56,-0.25
1992-10-16,44.7,45.35,43.3,43.9,18271,80993000.0,4.6,2.45,-1.46,-0.65
1992-10-23,43.9,44.1,40.5,40.8,30722,129551000.0,8.2,4.12,-7.06,-3.1
1992-10-30,40.65,40.65,37.15,39.95,57551,222388000.0,8.58,7.71,-2.08,-0.85
1992-11-06,40.0,40.0,37.4,38.0,24115,92190000.0,6.51,3.23,-4.88,-1.95
1992-11-13,37.85,38.0,33.7,34.1,22682,81890000.0,11.32,3.04,-10.26,-3.9
1992-11-20,33.95,33.95,29.0,31.2,57953,180825000.0,14.52,7.76,-8.5,-2.9
1992-11-27,31.05,35.1,29.75,34.75,38819,123829362.0,17.15,5.2,11.38,3.55
1992-12-04,34.9,40.0,34.9,39.0,75527,290461000.0,14.68,10.12,12.23,4.25
1992-12-11,39.15,41.85,38.7,40.3,70405,285056000.0,8.08,9.43,3.33,1.3
1992-12-18,40.45,41.45,39.8,41.4,33934,137614000.0,4.09,4.55,2.73,1.1
1992-12-25,41.55,42.0,41.0,41.85,32388,134685000.0,2.42,4.34,1.09,0.45
1993-01-03,42.0,45.5,41.85,45.45,46229,204415000.0,8.72,6.19,8.6,3.6
1993-01-08,45.5,46.25,44.8,46.25,40823,185884000.0,3.19,5.47,1.76,0.8
1993-01-15,46.4,48.0,46.3,47.2,43103,202688000.0,3.68,5.77,2.05,0.95
1993-01-19,47.05,49.25,47.05,48.9,25237,122448000.0,4.66,3.38,3.6,1.7
1993-02-05,49.0,54.9,49.0,52.8,54732,290206000.0,12.07,7.33,7.98,3.9
1993-02-12,52.95,55.0,51.95,53.1,76998,415466504.0,5.78,10.31,0.57,0.3
1993-02-19,53.1,58.8,53.1,58.8,73604,414434000.0,10.73,9.86,10.73,5.7
1993-02-26,58.8,61.6,56.9,58.9,72757,430295752.0,7.99,9.75,0.17,0.1
1993-03-05,58.95,62.0,56.0,56.0,87405,516975248.0,10.19,11.71,-4.92,-2.9
1993-03-12,56.0,59.0,56.0,59.0,55953,324648000.0,5.36,7.5,5.36,3.0
1993-03-19,59.0,59.0,56.8,57.9,46097,266540000.0,3.73,6.18,-1.86,-1.1
1993-03-26,58.0,58.0,54.8,57.1,44004,248838000.0,5.53,5.89,-1.38,-0.8
1993-04-02,57.2,57.8,56.45,57.4,22445,128415000.0,2.36,3.01,0.53,0.3
1993-04-09,57.4,58.7,56.6,58.25,27486,159057000.0,3.66,3.68,1.48,0.85
1993-04-16,58.4,61.15,58.4,60.9,63720,386242000.0,4.72,8.54,4.55,2.65
1993-04-23,61.0,61.0,58.8,59.2,28254,169573000.0,3.61,3.78,-2.79,-1.7
1993-05-02,59.2,59.35,57.75,58.0,23041,135190975.0,2.7,3.09,-2.03,-1.2
1993-05-07,58.8,58.8,52.8,55.0,43574,240983840.0,10.34,5.84,-5.17,-3.0
1993-05-14,55.0,57.6,54.0,57.0,37122,207234000.0,6.55,4.97,3.64,2.0
1993-05-21,57.0,57.2,54.1,54.4,28129,156834000.0,5.44,3.77,-4.56,-2.6
1993-05-28,28.6,28.65,26.6,28.3,93056,259040000.0,3.77,6.74,-47.98,-26.1
1993-06-04,28.45,29.5,28.4,29.1,76140,220450600.0,3.89,5.51,2.83,0.8
1993-06-11,29.0,29.05,27.65,27.75,30046,85389000.0,4.81,2.18,-4.64,-1.35
1993-06-18,27.75,27.8,26.8,27.75,35853,97515000.0,3.6,2.6,0.0,0.0
1993-06-25,27.9,28.2,26.9,27.05,37074,101424000.0,4.68,2.68,-2.52,-0.7
1993-07-02,27.0,27.15,25.25,26.2,34543,90808000.0,7.02,2.5,-3.14,-0.85
1993-07-09,26.2,27.4,24.75,24.8,38813,99193000.0,10.11,2.17,-5.34,-1.4
1993-07-16,24.8,24.8,22.0,22.0,37644,86395000.0,11.29,2.1,-11.29,-2.8
1993-07-23,22.0,22.1,19.45,21.85,60480,125110550.0,12.05,3.38,-0.68,-0.15
1993-07-30,22.0,25.5,21.9,24.6,104096,250415200.0,16.48,5.81,12.59,2.75
1993-08-06,24.75,25.35,23.95,24.5,51652,126561900.0,5.69,2.88,-0.41,-0.1
1993-08-13,24.5,27.05,24.4,26.85,107027,278956000.0,10.82,5.98,9.59,2.35
1993-08-20,27.0,29.2,23.9,24.0,131094,346361000.0,19.74,7.32,-10.61,-2.85
1993-08-27,23.85,24.8,22.4,23.25,59323,139889000.0,10.0,3.31,-3.13,-0.75
1993-09-03,23.1,24.2,23.0,23.7,22554,52897921.0,5.16,1.26,1.94,0.45
1993-09-10,23.85,24.0,23.0,23.15,15634,36725000.0,4.22,0.87,-2.32,-0.55
1993-09-16,23.0,23.0,21.9,21.95,20395,45529000.0,4.75,1.14,-5.18,-1.2
1993-09-24,21.8,23.2,21.3,22.05,27122,61001000.0,8.66,1.51,0.46,0.1
1993-09-30,22.05,22.9,22.0,22.6,10407,23329000.0,4.08,0.58,2.49,0.55
1993-10-08,22.75,23.25,22.3,22.3,16345,37137000.0,4.2,0.91,-1.33,-0.3
1993-10-15,22.25,22.4,21.95,22.1,12427,27491993.0,2.02,0.69,-0.9,-0.2
1993-10-22,22.0,22.0,21.35,21.5,12583,27295000.0,2.94,0.7,-2.71,-0.6
1993-10-29,21.35,22.45,20.6,21.85,20457,44040000.0,8.6,1.14,1.63,0.35
1993-11-05,21.7,22.3,21.45,21.95,12568,27507000.0,3.89,0.7,0.46,0.1
1993-11-12,21.9,23.5,21.9,23.2,39860,90951000.0,7.29,2.23,5.69,1.25
1993-11-19,23.35,24.35,22.6,22.65,57525,134411000.0,7.54,3.21,-2.37,-0.55
1993-11-26,22.7,22.9,21.85,22.05,33048,73749000.0,4.64,1.84,-2.65,-0.6
1993-12-03,22.0,22.25,21.8,21.8,18027,39587000.0,2.04,1.01,-1.13,-0.25
1993-12-10,21.85,22.9,21.5,22.4,27775,60904000.0,6.42,1.55,2.75,0.6
1993-12-17,22.55,23.0,21.35,22.45,44367,99320000.0,7.37,2.48,0.22,0.05
1993-12-24,22.6,22.65,21.55,22.25,37698,83186000.0,4.9,2.1,-0.89,-0.2
1993-12-31,22.35,22.7,21.8,22.35,26186,58179000.0,4.04,1.46,0.45,0.1
1994-01-07,22.35,22.4,21.8,22.0,18796,41421000.0,2.68,1.05,-1.57,-0.35
1994-01-14,22.0,22.4,21.0,21.1,22311,48472000.0,6.36,1.25,-4.09,-0.9
1994-01-21,21.1,21.2,20.0,20.1,15536,31803000.0,5.69,0.87,-4.74,-1.0
1994-01-28,20.15,20.4,18.95,19.0,15697,30680000.0,7.21,0.88,-5.47,-1.1
1994-02-04,18.8,20.6,17.5,20.6,31116,59672000.0,16.32,1.74,8.42,1.6
1994-02-18,20.85,21.0,18.3,18.55,18369,34991000.0,13.11,1.03,-9.95,-2.05
1994-02-25,18.3,19.25,18.0,18.6,23310,43195000.0,6.74,1.3,0.27,0.05
1994-03-04,18.6,18.6,17.4,17.4,13567,24247000.0,6.45,0.76,-6.45,-1.2
1994-03-11,17.4,17.4,16.0,16.6,16864,28104000.0,8.05,0.94,-4.6,-0.8
1994-03-18,16.9,17.6,16.4,16.95,21855,37109000.0,7.23,1.22,2.11,0.35
1994-03-25,17.2,17.2,15.25,15.3,20638,32567000.0,11.5,1.15,-9.73,-1.65
1994-04-01,16.3,19.5,14.85,14.9,30445,47312000.0,30.39,1.7,-2.61,-0.4
1994-04-08,14.9,15.0,14.15,14.3,14208,20858000.0,5.7,0.79,-4.03,-0.6
1994-04-15,14.3,14.3,12.0,12.75,44738,56704000.0,16.08,2.5,-10.84,-1.55
1994-04-22,12.85,12.85,11.6,12.1,52550,64162000.0,9.8,2.93,-5.1,-0.65
1994-04-29,12.1,16.0,12.0,15.99,155829,223324000.0,33.06,8.7,32.15,3.89
1994-05-06,16.5,18.9,16.0,17.01,291495,506798000.0,18.14,16.27,6.38,1.02
1994-05-13,17.2,18.2,16.15,16.88,161048,277299000.0,12.05,8.99,-0.76,-0.13
1994-05-20,17.1,17.2,16.28,16.5,33491,56086000.0,5.45,1.87,-2.25,-0.38
1994-05-27,16.6,16.64,14.92,15.01,24563,38502000.0,10.42,1.37,-9.03,-1.49
1994-06-03,15.0,15.0,14.0,14.23,31338,44956000.0,6.66,1.75,-5.2,-0.78
1994-06-10,14.23,14.5,14.0,14.06,14800,20934000.0,3.51,0.83,-1.19,-0.17
1994-06-17,14.0,14.54,13.01,14.5,26712,36631000.0,10.88,1.49,3.13,0.44
1994-06-24,14.5,14.62,13.8,13.89,31044,44040000.0,5.66,1.73,-4.21,-0.61
1994-07-01,13.8,13.8,13.15,13.3,15924,21294000.0,4.68,0.89,-4.25,-0.59
1994-07-08,13.2,13.86,13.02,13.8,19965,26745000.0,6.32,1.11,3.76,0.5
1994-07-15,8.7,9.06,8.4,8.63,50613,44480000.0,4.78,1.88,-37.46,-5.17
1994-07-22,8.5,8.5,8.01,8.14,30697,25286000.0,5.68,1.14,-5.68,-0.49
1994-07-29,8.1,8.63,7.83,8.0,65527,53926000.0,9.83,2.44,-1.72,-0.14
1994-08-05,9.0,11.7,8.8,11.45,553640,585139000.0,36.25,20.61,43.13,3.45
1994-08-12,11.88,12.5,10.85,11.33,470489,550684992.0,14.41,17.51,-1.05,-0.12
1994-08-19,11.2,12.48,11.0,11.9,331536,396159992.0,13.06,12.34,5.03,0.57
1994-08-26,11.56,11.9,11.3,11.51,177081,204727000.0,5.04,6.18,-3.28,-0.39
1994-09-02,11.45,13.5,11.34,13.45,666161,846141016.0,18.77,22.42,16.85,1.94
1994-09-09,14.45,17.3,14.45,15.8,912274,1475719008.0,21.19,30.71,17.47,2.35
1994-09-16,16.0,18.05,16.0,16.5,841422,1430555992.0,12.97,28.32,4.43,0.7
1994-09-23,16.4,16.95,15.75,16.51,346116,567926008.0,7.27,11.65,0.06,0.01
1994-09-30,16.55,16.69,14.2,14.4,301575,477194000.0,15.08,10.15,-12.78,-2.11
1994-10-07,13.9,14.0,10.7,12.6,291486,358501008.0,22.92,9.81,-12.5,-1.8
1994-10-14,12.5,12.5,10.95,11.68,166284,197348000.0,12.3,5.6,-7.3,-0.92
1994-10-21,11.38,12.2,11.0,11.58,92529,107111000.0,10.27,3.11,-0.86,-0.1
1994-10-28,11.5,12.5,11.38,11.4,123407,146166000.0,9.67,4.15,-1.55,-0.18
1994-11-04,11.65,11.65,11.16,11.26,37733,42830000.0,4.3,1.27,-1.23,-0.14
1994-11-11,11.18,11.79,11.0,11.62,53877,61921000.0,7.02,1.81,3.2,0.36
1994-11-18,11.75,11.78,11.18,11.28,28715,32923000.0,5.16,0.97,-2.93,-0.34
1994-11-25,11.28,11.38,11.1,11.23,14779,16619000.0,2.48,0.5,-0.44,-0.05
1994-12-02,11.15,11.35,11.11,11.19,16627,18608000.0,2.14,0.56,-0.36,-0.04
1994-12-09,11.2,11.2,10.35,10.47,23935,25816000.0,7.6,0.81,-6.43,-0.72
1994-12-16,10.45,11.85,10.05,11.12,62056,67508000.0,17.19,2.09,6.21,0.65
1994-12-23,11.1,11.19,10.25,10.43,48378,51186000.0,8.45,1.63,-6.21,-0.69
1994-12-30,10.4,10.55,10.18,10.48,30050,31027000.0,3.55,1.01,0.48,0.05
1995-01-06,10.5,11.4,10.21,11.16,69784,76928000.0,11.35,2.35,6.49,0.68
1995-01-13,11.0,11.1,10.26,10.4,40395,42546000.0,7.53,1.36,-6.81,-0.76
1995-01-20,10.45,10.55,10.11,10.29,29956,30836000.0,4.23,1.01,-1.06,-0.11
1995-01-27,10.21,10.68,10.21,10.54,34746,36455000.0,4.57,1.17,2.43,0.25
1995-02-17,10.6,10.6,10.34,10.44,11527,12098000.0,2.47,0.39,-0.95,-0.1
1995-02-24,10.4,11.3,10.38,10.54,59041,63910000.0,8.81,1.99,0.96,0.1
1995-03-03,10.54,11.1,10.54,10.89,37385,40277512.0,5.31,1.26,3.32,0.35
1995-03-10,10.89,11.38,10.85,10.88,90885,101391000.0,4.87,3.06,-0.09,-0.01
1995-03-17,11.1,11.18,10.5,10.7,33855,36459000.0,6.25,1.14,-1.65,-0.18
1995-03-24,10.75,10.94,10.5,10.7,19268,20597000.0,4.11,0.65,0.0,0.0
1995-03-31,10.65,10.85,10.4,10.76,21587,23111000.0,4.21,0.73,0.56,0.06
1995-04-07,10.78,11.12,10.57,10.98,34730,37566000.0,5.11,1.17,2.04,0.22
1995-04-14,10.99,11.2,10.6,10.62,32848,35534000.0,5.46,1.11,-3.28,-0.36
1995-04-21,10.62,10.78,10.5,10.57,15957,16941000.0,2.64,0.54,-0.47,-0.05
1995-04-28,10.5,10.57,9.0,9.69,48699,47890000.0,14.85,1.64,-8.33,-0.88
1995-05-05,9.69,9.69,9.2,9.35,11314,10736000.0,5.06,0.38,-3.51,-0.34
1995-05-12,9.35,9.55,9.1,9.38,12823,11901000.0,4.81,0.43,0.32,0.03
1995-05-19,9.38,12.5,9.2,12.05,201612,238711000.0,35.18,6.79,28.46,2.67
1995-05-26,12.3,12.9,9.65,9.98,287367,324783000.0,26.97,9.67,-17.18,-2.07
1995-06-02,10.09,10.2,9.8,9.9,31954,31732000.0,4.01,1.08,-0.8,-0.08
1995-06-09,9.9,10.03,9.65,9.78,29755,29167000.0,3.84,1.0,-1.21,-0.12
1995-06-16,9.79,9.8,8.8,9.3,40124,37502000.0,10.22,1.35,-4.91,-0.48
1995-06-23,9.3,9.48,9.1,9.34,23409,21864000.0,4.09,0.79,0.43,0.04
1995-06-30,9.37,9.38,9.13,9.17,11771,10889000.0,2.68,0.4,-1.82,-0.17
1995-07-07,9.1,9.25,8.95,9.25,15940,14424000.0,3.27,0.54,0.87,0.08
1995-07-14,9.25,9.3,8.96,9.02,21398,19380000.0,3.68,0.72,-2.49,-0.23
1995-07-21,9.0,9.41,9.0,9.22,37615,34575000.0,4.55,1.27,2.22,0.2
1995-07-28,9.22,9.3,9.05,9.13,18153,16659000.0,2.71,0.61,-0.98,-0.09
1995-08-03,9.13,9.35,9.11,9.18,15221,13985000.0,2.63,0.51,0.55,0.05
1995-08-11,9.18,10.0,9.18,9.7,80906,78194000.0,8.93,2.72,5.66,0.52
1995-08-18,9.8,10.3,9.68,10.02,132258,131587000.0,6.39,4.45,3.3,0.32
1995-08-25,10.1,11.08,9.7,10.56,380581,400994008.0,13.77,12.81,5.39,0.54
1995-08-31,10.56,10.56,9.58,9.66,90368,89098000.0,9.28,3.04,-8.52,-0.9
1995-09-08,9.8,9.83,9.58,9.65,48511,46951000.0,2.59,1.63,-0.1,-0.01
1995-09-15,9.65,10.25,9.59,10.09,91194,90369000.0,6.84,3.07,4.56,0.44
1995-09-22,10.2,10.3,9.73,9.87,79250,78962000.0,5.65,2.67,-2.18,-0.22
1995-09-29,8.0,8.03,7.65,7.88,50005,39133000.0,3.85,1.4,-20.16,-1.99
1995-10-06,7.9,7.95,7.72,7.75,15387,12011000.0,2.92,0.43,-1.65,-0.13
1995-10-13,7.75,7.75,7.25,7.4,44802,33540000.0,6.45,1.25,-4.52,-0.35
1995-10-20,7.41,7.95,7.4,7.88,58071,44195000.0,7.43,1.63,6.49,0.48
1995-10-27,7.88,8.27,7.48,7.55,87857,68125000.0,10.03,2.46,-4.19,-0.33
1995-11-03,7.5,7.57,7.39,7.48,36578,27260000.0,2.38,1.02,-0.93,-0.07
1995-11-10,7.48,7.5,7.32,7.36,27291,20220000.0,2.41,0.76,-1.6,-0.12
1995-11-17,7.2,7.36,7.14,7.17,22065,19222819.0,2.99,0.62,-2.58,-0.19
1995-11-24,7.18,7.55,7.11,7.26,38269,27907000.0,6.14,1.07,1.26,0.09
1995-12-01,7.24,7.32,6.9,7.01,28819,20357000.0,5.79,0.81,-3.44,-0.25
1995-12-08,7.05,7.08,6.94,7.0,19076,13347000.0,2.0,0.53,-0.14,-0.01
1995-12-15,7.0,7.0,6.66,6.68,26125,17735000.0,4.86,0.73,-4.57,-0.32
1995-12-22,6.65,6.75,6.52,6.6,20290,13439000.0,3.44,0.57,-1.2,-0.08
1995-12-29,6.6,6.6,6.38,6.43,22141,14341000.0,3.33,0.62,-2.58,-0.17
1996-01-05,6.35,6.4,6.12,6.26,13900,8718000.0,4.35,0.39,-2.64,-0.17
1996-01-12,6.2,6.3,6.12,6.25,13328,8275000.0,2.88,0.37,-0.16,-0.01
1996-01-19,6.25,6.31,6.0,6.07,13193,8144000.0,4.96,0.37,-2.88,-0.18
1996-01-26,6.07,6.2,5.9,6.12,23560,14165000.0,4.94,0.66,0.82,0.05
1996-02-02,6.15,6.18,6.09,6.16,19670,12077000.0,1.47,0.55,0.65,0.04
1996-02-09,6.15,6.42,6.08,6.32,30214,18806000.0,5.52,0.85,2.6,0.16
1996-02-16,6.34,7.45,6.32,7.37,176838,122853000.0,17.88,4.95,16.61,1.05
1996-03-08,7.9,8.1,7.35,7.97,318715,248038000.0,10.18,8.92,8.14,0.6
1996-03-15,7.9,8.29,7.6,7.84,227955,179000000.0,8.66,6.38,-1.63,-0.13
1996-03-22,7.8,8.15,7.8,7.96,153435,122523000.0,4.46,4.3,1.53,0.12
1996-03-29,7.95,8.02,7.8,7.94,91028,72072000.0,2.76,2.55,-0.25,-0.02
1996-04-05,8.04,8.57,7.9,8.5,205354,169632578.0,8.44,5.75,7.05,0.56
1996-04-12,8.49,9.18,8.0,9.0,233114,203742000.0,13.88,6.53,5.88,0.5
1996-04-19,9.0,10.55,8.95,10.43,325576,313493000.0,17.78,9.11,15.89,1.43
1996-04-26,10.49,14.3,10.1,13.98,770806,925910992.0,40.27,21.58,34.04,3.55
1996-05-03,14.5,16.55,13.9,14.75,902677,1371625008.0,18.96,25.27,5.51,0.77
1996-05-10,14.86,16.28,14.65,15.11,554618,852651992.0,11.05,15.53,2.44,0.36
1996-05-17,15.3,18.19,15.13,18.08,1118821,1891484992.0,20.25,31.32,19.66,2.97
1996-05-24,19.48,19.48,16.3,18.32,1281349,2311360512.0,17.59,35.87,1.33,0.24
1996-05-31,9.49,12.4,8.81,12.25,3038749,3109171952.0,19.6,42.56,-33.13,-6.07
1996-06-07,12.6,14.12,12.4,13.65,4108732,5463343936.0,14.04,57.55,11.43,1.4
1996-06-14,13.55,15.56,13.35,14.9,2312369,3418207104.0,16.19,32.39,9.16,1.25
1996-06-21,14.9,16.0,14.4,15.5,1872744,2866352960.0,10.74,26.23,4.03,0.6
1996-06-28,15.5,16.18,15.2,15.31,1144425,1803712976.0,6.32,16.03,-1.23,-0.19
1996-07-05,14.99,16.9,14.5,16.48,1806872,2830031072.0,15.68,25.31,7.64,1.17
1996-07-12,16.7,16.95,15.7,16.55,1821831,2975660032.0,7.58,25.52,0.42,0.07
1996-07-19,16.65,16.7,15.0,15.93,1197153,1921482976.0,10.27,16.77,-3.75,-0.62
1996-07-26,15.85,16.82,15.51,15.99,1089939,1755307040.0,8.22,15.27,0.38,0.06
1996-08-02,15.9,16.48,15.45,15.68,659347,1053102992.0,6.44,9.24,-1.94,-0.31
1996-08-09,15.73,17.76,15.6,17.0,1608148,2740297056.0,13.78,22.53,8.42,1.32
1996-08-16,17.1,17.75,16.5,16.9,917604,1572116000.0,7.35,12.85,-0.59,-0.1
1996-08-23,17.0,17.5,16.2,16.45,1449343,2438193024.0,7.69,20.3,-2.66,-0.45
1996-08-30,16.21,16.45,15.76,16.37,759619,1224442016.0,4.19,10.64,-0.49,-0.08
1996-09-06,16.4,16.5,15.75,15.9,767172,1239972992.0,4.58,10.75,-2.87,-0.47
1996-09-13,15.79,15.97,14.52,14.79,519446,792096992.0,9.12,7.28,-6.98,-1.11
1996-09-20,14.7,14.95,13.86,14.65,484488,694488992.0,7.37,6.79,-0.95,-0.14
1996-09-27,14.71,16.5,14.1,16.29,730317,1140578016.0,16.38,10.23,11.19,1.64
1996-10-04,16.6,16.8,15.97,16.08,260062,425118016.0,5.1,3.64,-1.29,-0.21
1996-10-11,16.1,16.7,16.0,16.5,634604,1030618016.0,4.35,8.89,2.61,0.42
1996-10-18,16.55,17.65,16.1,16.23,912582,1540341024.0,9.39,12.78,-1.64,-0.27
1996-10-25,16.0,17.05,15.8,16.32,725189,1185866976.0,7.7,10.16,0.55,0.09
